H2AFZ_AvgSignal,H2AFZ_MaxSignal,H2AFZ_MaxScaledSignal,H2AK5ac_AvgSignal,H2AK5ac_MaxSignal,H2AK5ac_MaxScaledSignal,H2AK9ac_AvgSignal,H2AK9ac_MaxSignal,H2AK9ac_MaxScaledSignal,H2BK120ac_AvgSignal,H2BK120ac_MaxSignal,H2BK120ac_MaxScaledSignal,H2BK12ac_AvgSignal,H2BK12ac_MaxSignal,H2BK12ac_MaxScaledSignal,H2BK15ac_AvgSignal,H2BK15ac_MaxSignal,H2BK15ac_MaxScaledSignal,H2BK20ac_AvgSignal,H2BK20ac_MaxSignal,H2BK20ac_MaxScaledSignal,H2BK5ac_AvgSignal,H2BK5ac_MaxSignal,H2BK5ac_MaxScaledSignal,H3F3A_AvgSignal,H3F3A_MaxSignal,H3F3A_MaxScaledSignal,H3K14ac_AvgSignal,H3K14ac_MaxSignal,H3K14ac_MaxScaledSignal,H3K18ac_AvgSignal,H3K18ac_MaxSignal,H3K18ac_MaxScaledSignal,H3K23ac_AvgSignal,H3K23ac_MaxSignal,H3K23ac_MaxScaledSignal,H3K23me2_AvgSignal,H3K23me2_MaxSignal,H3K23me2_MaxScaledSignal,H3K27ac_AvgSignal,H3K27ac_MaxSignal,H3K27ac_MaxScaledSignal,H3K27me3_AvgSignal,H3K27me3_MaxSignal,H3K27me3_MaxScaledSignal,H3K36me3_AvgSignal,H3K36me3_MaxSignal,H3K36me3_MaxScaledSignal,H3K4ac_AvgSignal,H3K4ac_MaxSignal,H3K4ac_MaxScaledSignal,H3K4me1_AvgSignal,H3K4me1_MaxSignal,H3K4me1_MaxScaledSignal,H3K4me2_AvgSignal,H3K4me2_MaxSignal,H3K4me2_MaxScaledSignal,H3K4me3_AvgSignal,H3K4me3_MaxSignal,H3K4me3_MaxScaledSignal,H3K56ac_AvgSignal,H3K56ac_MaxSignal,H3K56ac_MaxScaledSignal,H3K79me1_AvgSignal,H3K79me1_MaxSignal,H3K79me1_MaxScaledSignal,H3K79me2_AvgSignal,H3K79me2_MaxSignal,H3K79me2_MaxScaledSignal,H3K9ac_AvgSignal,H3K9ac_MaxSignal,H3K9ac_MaxScaledSignal,H3K9me1_AvgSignal,H3K9me1_MaxSignal,H3K9me1_MaxScaledSignal,H3K9me2_AvgSignal,H3K9me2_MaxSignal,H3K9me2_MaxScaledSignal,H3K9me3_AvgSignal,H3K9me3_MaxSignal,H3K9me3_MaxScaledSignal,H3T11ph_AvgSignal,H3T11ph_MaxSignal,H3T11ph_MaxScaledSignal,H4K12ac_AvgSignal,H4K12ac_MaxSignal,H4K12ac_MaxScaledSignal,H4K20me1_AvgSignal,H4K20me1_MaxSignal,H4K20me1_MaxScaledSignal,H4K5ac_AvgSignal,H4K5ac_MaxSignal,H4K5ac_MaxScaledSignal,H4K8ac_AvgSignal,H4K8ac_MaxSignal,H4K8ac_MaxScaledSignal,H4K91ac_AvgSignal,H4K91ac_MaxSignal,H4K91ac_MaxScaledSignal
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.1889,11.19455,8.51759,50.6855,12.31792,10.4471,57.6665,12.67005,10.3487,0,0,0,62.8238,12.44877,10.577,0,0,0,121.048,21.17236,15.8224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.637,17.02691,17.0269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8893,11.19455,3.77208,24.0575,12.31792,7.09721,25.0342,12.67005,4.71946,0,0,0,28.3323,12.44877,5.11604,0,0,0,54.2615,21.17236,7.13936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3002,17.02691,12.3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.6694,12.60604,12.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.797,12.60604,12.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.5172,12.60604,12.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82995,3.29564,2.82995,0,0,0,0,0,0,0,0,0,0,0,0,7.90458,14.54341,6.4813,179.636,12.37041,12.3704,0,0,0,0,0,0,66.8171,5.70129,5.70129,0,0,0,5.06257,5.06257,5.06257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55826,3.29564,1.55826,0,0,0,0,0,0,0,0,0,0,0,0,0.908437,14.54341,0.869443,155.026,12.37041,12.3704,0,0,0,0,0,0,48.7383,5.70129,5.70129,0,0,0,4.09958,5.06257,4.09958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42.2232,17.67383,9.83819,6.95202,6.95202,6.95202,6.80994,6.80994,6.80994,0,0,0,3.55384,4.24189,2.81256,0,0,0,0,0,0,9.21501,9.21501,9.21501,2.99697,2.99697,2.99697,0,0,0,3.06288,3.06288,3.06288,4.24516,7.43913,4.24516,0,0,0,2713.92,146.04036,146.04,787.14,25.60958,25.6096,159.233,22.50609,20.549,0,0,0,1798.87,29.78510,29.7851,1204.29,50.16563,50.1656,4673.37,226.67078,192.181,2.52642,2.85191,2.52642,3.20486,3.22237,3.20486,0,0,0,608.515,69.51763,51.7604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.0809,6.14754,6.14754,3.15626,3.79576,3.15626,5.01735,5.01735,5.01735,7.79995,4.90848,4.90848
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24292,5.05675,3.24292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6098,8.53868,8.53868,5.14207,5.14207,5.14207,0,0,0,0,0,0,50.2009,8.63286,8.63286,0,0,0,5.4891,5.67711,3.69957,0,0,0,0,0,0,0,0,0,7.30218,7.17363,7.17363,0,0,0,0,0,0,1.42444,4.09527,1.42444,0,0,0,0,0,0,0.321296,2.68720,0.321296,0,0,0,0,0,0,0,0,0
1.04798,3.01294,1.04798,3.26643,3.26643,3.26643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88018,4.88018,4.88018,2.72902,2.72902,2.72902,0,0,0,3.65538,4.05175,3.65538,4.01909,4.01909,4.01909,0,0,0,749.141,44.07553,44.0755,136.642,29.09398,28.4615,30.0991,19.83399,19.834,0,0,0,431.131,23.09093,23.0909,61.7816,24.40855,24.4086,120.361,19.94491,19.9449,0,0,0,0,0,0,0,0,0,38.4098,21.29911,15.9743,0,0,0,0,0,0,153.538,13.59601,13.596,0,0,0,0,0,0,6.25989,3.49364,3.49364,0,0,0,0,0,0,0,0,0
2.48895,3.01294,2.48895,3.26643,3.26643,3.26643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88018,4.88018,4.88018,2.72902,2.72902,2.72902,0,0,0,1.71759,4.05175,1.71759,4.01909,4.01909,4.01909,0,0,0,739.655,44.07553,44.0755,109.708,29.09398,14.547,25.1629,19.83399,19.834,0,0,0,394.078,23.09093,23.0909,63.2946,24.40855,24.4086,113.829,19.94491,19.9449,0,0,0,0,0,0,0,0,0,41.6078,21.29911,21.2991,0,0,0,0,0,0,118.628,13.59601,13.596,0,0,0,0,0,0,6.25989,3.49364,3.49364,0,0,0,0,0,0,0,0,0
