H2AFZ_AvgSignal,H2AFZ_MaxSignal,H2AFZ_MaxScaledSignal,H2AK5ac_AvgSignal,H2AK5ac_MaxSignal,H2AK5ac_MaxScaledSignal,H2AK9ac_AvgSignal,H2AK9ac_MaxSignal,H2AK9ac_MaxScaledSignal,H2BK120ac_AvgSignal,H2BK120ac_MaxSignal,H2BK120ac_MaxScaledSignal,H2BK12ac_AvgSignal,H2BK12ac_MaxSignal,H2BK12ac_MaxScaledSignal,H2BK15ac_AvgSignal,H2BK15ac_MaxSignal,H2BK15ac_MaxScaledSignal,H2BK20ac_AvgSignal,H2BK20ac_MaxSignal,H2BK20ac_MaxScaledSignal,H2BK5ac_AvgSignal,H2BK5ac_MaxSignal,H2BK5ac_MaxScaledSignal,H3F3A_AvgSignal,H3F3A_MaxSignal,H3F3A_MaxScaledSignal,H3K14ac_AvgSignal,H3K14ac_MaxSignal,H3K14ac_MaxScaledSignal,H3K18ac_AvgSignal,H3K18ac_MaxSignal,H3K18ac_MaxScaledSignal,H3K23ac_AvgSignal,H3K23ac_MaxSignal,H3K23ac_MaxScaledSignal,H3K23me2_AvgSignal,H3K23me2_MaxSignal,H3K23me2_MaxScaledSignal,H3K27ac_AvgSignal,H3K27ac_MaxSignal,H3K27ac_MaxScaledSignal,H3K27me3_AvgSignal,H3K27me3_MaxSignal,H3K27me3_MaxScaledSignal,H3K36me3_AvgSignal,H3K36me3_MaxSignal,H3K36me3_MaxScaledSignal,H3K4ac_AvgSignal,H3K4ac_MaxSignal,H3K4ac_MaxScaledSignal,H3K4me1_AvgSignal,H3K4me1_MaxSignal,H3K4me1_MaxScaledSignal,H3K4me2_AvgSignal,H3K4me2_MaxSignal,H3K4me2_MaxScaledSignal,H3K4me3_AvgSignal,H3K4me3_MaxSignal,H3K4me3_MaxScaledSignal,H3K56ac_AvgSignal,H3K56ac_MaxSignal,H3K56ac_MaxScaledSignal,H3K79me1_AvgSignal,H3K79me1_MaxSignal,H3K79me1_MaxScaledSignal,H3K79me2_AvgSignal,H3K79me2_MaxSignal,H3K79me2_MaxScaledSignal,H3K9ac_AvgSignal,H3K9ac_MaxSignal,H3K9ac_MaxScaledSignal,H3K9me1_AvgSignal,H3K9me1_MaxSignal,H3K9me1_MaxScaledSignal,H3K9me2_AvgSignal,H3K9me2_MaxSignal,H3K9me2_MaxScaledSignal,H3K9me3_AvgSignal,H3K9me3_MaxSignal,H3K9me3_MaxScaledSignal,H3T11ph_AvgSignal,H3T11ph_MaxSignal,H3T11ph_MaxScaledSignal,H4K12ac_AvgSignal,H4K12ac_MaxSignal,H4K12ac_MaxScaledSignal,H4K20me1_AvgSignal,H4K20me1_MaxSignal,H4K20me1_MaxScaledSignal,H4K5ac_AvgSignal,H4K5ac_MaxSignal,H4K5ac_MaxScaledSignal,H4K8ac_AvgSignal,H4K8ac_MaxSignal,H4K8ac_MaxScaledSignal,H4K91ac_AvgSignal,H4K91ac_MaxSignal,H4K91ac_MaxScaledSignal
7.4842,4.69207,3.8075,2.89475,3.53160,2.89475,0,0,0,0,0,0,0,0,0,3.51092,3.51092,3.51092,0,0,0,4.7593,4.75930,4.7593,0,0,0,2.49406,3.85158,2.49406,4.10135,4.10135,4.10135,0,0,0,0,0,0,1427,120.79445,120.794,366.752,23.49248,23.4605,86.1209,32.46476,32.4648,0,0,0,1179.04,39.92556,39.9256,417.12,24.96869,24.9687,2858.71,106.62997,106.63,0,0,0,0,0,0,0,0,0,72.2161,12.44246,12.4425,0,0,0,0,0,0,12.5035,5.02031,4.44059,0,0,0,0,0,0,157.065,12.50345,12.5035,0,0,0,3.26683,5.45964,3.26683,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848.271,275.19119,275.191,0,0,0,1052.53,27.24810,27.2481,0,0,0,829.169,36.46701,36.467,49.3466,7.56393,7.56393,92.2839,22.42538,22.4254,0,0,0,23.1035,7.30511,7.30511,407.076,18.15861,18.1586,152.074,13.44291,13.4429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385.181,17.48117,17.4812,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.05675,5.05675,5.05675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3632,4.95186,4.94807,124.864,22.13285,22.1329,1.66545,3.33091,1.66545,0,0,0,7.55144,6.65228,6.65228,0,0,0,4.28994,4.28994,4.28994,0,0,0,0,0,0,2.96103,2.96103,2.96103,7.9707,7.97070,7.9707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63691,3.01767,2.88984,0,0,0,1.34584,3.93399,1.34584,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.97252,9.97252,9.97252,0,0,0,8.8257,18.09268,8.8257,0,0,0,0.1547,3.80561,0.1547,0.365423,4.99411,0.365423,7.75167,6.67408,4.39513,0,0,0,0,0,0,8.84394,7.28239,7.28239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6234,5.03606,5.03606,57.9615,12.43845,7.53394,561.754,20.73689,20.7369,0,0,0,42.8205,5.75727,5.75727,9.72265,3.15115,3.15115,37.6797,20.51596,20.516,0,0,0,7.94143,6.90321,6.90321,9.30546,5.72188,5.72188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4614,4.38603,4.38603,0,0,0,0,0,0,0,0,0
0,0,0,3.97559,3.97559,3.97559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07345,3.47303,2.07345,0,0,0,4.21073,4.21073,4.21073,3.75449,3.75449,3.75449,4.43788,4.43788,4.43788,0,0,0,14.4329,5.16550,5.1655,106.726,15.63947,15.6395,46.2056,5.56027,5.56027,2.91228,3.54769,2.91228,344.23,29.79519,29.7952,260.71,23.17321,23.1732,3.34364,3.34364,3.34364,0,0,0,3.16395,3.36484,3.16395,0,0,0,15.9636,7.42898,7.42898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.592,10.80743,10.8074,0,0,0,0,0,0,0,0,0
181.67,16.41296,16.413,0,0,0,1.88904,4.64390,1.88904,3.88833,3.88833,3.88833,8.19572,4.37838,4.37838,8.95746,4.77754,4.77754,0,0,0,0,0,0,5.6943,5.69430,5.6943,0,0,0,17.5608,6.57697,6.57697,0,0,0,10.6564,5.91221,5.91221,2304.8,35.92527,35.9253,224.065,40.48797,40.488,18.8805,8.01231,8.01231,7.80758,4.49512,4.49512,1488.76,37.45156,37.4516,1178.64,47.29193,47.2919,11379.7,77.10125,77.1012,19.4155,9.71473,9.71473,1.36638,6.44930,1.36638,31.982,16.82430,16.8243,447.892,22.64069,22.6407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0066,4.94033,4.94033,0,0,0,23.1709,5.86974,5.70767,4.15948,5.05998,4.15948
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5565,8.93705,5.01828,0,0,0,643.987,16.42334,16.4233,0,0,0,4.85582,4.76737,4.12415,4.1835,4.18350,4.1835,0,0,0,0,0,0,5.64284,5.64284,5.64284,36.1242,10.71743,10.7174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.5762,6.49805,6.49805,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337273,3.56947,0.337273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628.813,22.77002,22.77,441.853,26.55942,26.5594,9.09216,6.66208,6.66208,0,0,0,38.1448,5.84219,5.34918,4.23586,2.67647,2.67647,7.2013,4.96872,4.96872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45644,6.16558,1.45644,0,0,0,0,0,0,0,0,0
4.91761,7.60705,2.58096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89228,2.78862,1.89228,0,0,0,0,0,0,5.28739,5.86324,5.28739,0,0,0,7596.7,162.27107,162.271,11.8215,12.14886,11.2791,526.255,52.82592,52.8259,0,0,0,1771.05,22.41501,20.587,1205.87,57.66764,57.6676,29126.3,409.51260,409.513,0,0,0,5.81727,3.71401,3.71401,450.247,21.80151,21.8015,1846.94,66.17736,66.1774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26909,5.26909,5.26909,0,0,0,0,0,0,0,0,0
