Chromosome,Start,End,ID,Functional,chrm_acc_SumSignal,chrm_acc_MaxSignal,chrm_acc_MaxScaledSignal
chr1,10499,10591,RNA1001,No,1130.61,12.37545,12.3755
chr1,10507,10691,RNA1002,No,991.905,12.37545,12.3755
chr1,11146,11330,RNA1003,No,0,0,0
chr1,11326,11484,RNA1004,No,0,0,0
chr1,11390,11574,RNA1005,No,0,0,0
chr1,859755,859939,RNA1006,No,0.157769,0.267371,0.148217
chr1,859826,860010,RNA1007,No,0.0813738,0.267371,0.0813738
chr1,965955,966139,RNA1008,No,1407.92,24.75186,21.1198
chr1,1018553,1018645,RNA1009,No,8.15145,2.97645,2.16763
chr1,1124463,1124555,RNA1010,No,226.296,8.82829,6.48591
chr1,1124507,1124599,RNA1011,No,260.217,8.82829,8.15657
chr1,1198805,1198897,RNA1012,No,44.8352,4.68535,2.15135
chr1,1202922,1203014,RNA1013,No,72.8345,6.74899,6.74899
chr1,1241442,1241534,RNA1014,No,16.917,5.33006,5.33006
chr1,1292123,1292281,RNA1015,No,1874.53,30.82239,30.8224
chr1,1384818,1384976,RNA1016,No,30.2765,6.04858,6.04858
chr1,1384994,1385152,RNA1017,No,14.9854,6.04858,2.53752
chr1,1411181,1411339,RNA1018,No,0.927056,0.233942,0.212573
chr1,1411419,1411577,RNA1019,No,3.2925,3.92749,2.16261
chr1,1540843,1541001,RNA1020,No,1605.32,22.23786,15.1987
chr1,1747722,1747826,RNA1021,No,0,0,0
chr1,1784750,1785071,RNA1022,No,0.60082,0.905001,0.195984
chr1,1902492,1902676,RNA1023,No,0,0,0
chr1,2048018,2048110,RNA1024,No,4.83013,1.2774,1.13855
chr1,2048519,2048906,RNA1025,No,10.9109,5.48812,1.2054
chr1,2312022,2312180,RNA1026,No,268.242,14.04682,12.7836
chr1,2956835,2957222,RNA1027,No,22.0879,7.78182,2.43308
chr1,3028053,3028440,RNA1028,No,32.3679,2.45536,2.00547
chr1,3048276,3048663,RNA1029,No,0.00195072,0.251643,0.00195072
chr1,3441849,3442236,RNA1030,No,3.66907,1.36623,0.656638
chr1,3443283,3443670,RNA1031,No,0.367022,0.280514,0.188459
chr1,3443555,3443942,RNA1032,No,13.993,15.43986,8.13884
chr1,3612649,3612790,RNA1033,No,2.8045,1.59960,1.5996
chr1,4093299,4093686,RNA1034,No,6.76361,2.69548,1.47659
chr1,4182575,4182686,RNA1035,No,1.34103,0.437169,0.256
chr1,4469987,4470128,RNA1036,No,2.61603,0.511154,0.267716
chr1,4558209,4558350,RNA1037,No,1.54284,3.10505,0.682671
chr1,4558509,4558650,RNA1038,No,0.89091,0.23882,0.221882
chr1,4598876,4599017,RNA1039,No,8.12101,3.18525,2.62049
chr1,4599302,4599443,RNA1040,No,0.241192,1.03572,0.13222
chr1,4634840,4634981,RNA1041,No,34.0266,8.62476,8.62476
chr1,5502299,5502440,RNA1042,No,121.524,7.81906,7.81906
chr1,5776055,5776159,RNA1043,No,129.48,23.16325,23.1633
chr1,5815087,5815408,RNA1044,No,10.8018,4.35088,2.71485
chr1,5859168,5859352,RNA1045,No,24.9284,5.93183,5.93183
chr1,6101335,6101427,RNA1046,No,268.548,5.76194,5.64137
chr1,6101510,6101744,RNA1047,No,146.388,5.64137,3.91116
chr1,6401482,6401640,RNA1048,No,0.226145,0.196462,0.146725
chr1,6624050,6624631,RNA1049,No,109.979,32.58585,3.18956
chr1,6624616,6624720,RNA1050,No,4005.08,34.14501,28.8259
chr1,6703726,6703830,RNA1051,No,5.76431,3.30324,2.82681
chr1,6710227,6710548,RNA1052,No,34.842,12.15612,12.1561
chr1,6720127,6720231,RNA1053,No,3359.91,20.61943,20.6194
chr1,6751012,6751116,RNA1054,No,11.1111,19.66632,4.63833
chr1,6751401,6751505,RNA1055,No,0.952057,0.447473,0.370026
chr1,6772929,6773033,RNA1056,No,0.185595,0.167248,0.0964892
chr1,6779264,6779585,RNA1057,No,271.562,7.80660,7.8066
chr1,6780128,6780449,RNA1058,No,0,0,0
chr1,7769760,7770081,RNA1059,No,3.44896,3.63837,0.816083
chr1,7770166,7771053,RNA1060,No,3230.07,32.74566,13.3512
chr1,7770228,7770549,RNA1061,No,16.4752,9.56221,5.41728
chr1,7770366,7770687,RNA1062,No,513.66,28.80472,7.69446
chr1,7770516,7770620,RNA1063,No,234.29,24.73196,11.5855
chr1,7770749,7771070,RNA1064,No,8025.09,32.74566,32.7457
chr1,7770933,7771153,RNA1065,No,9091.17,32.74566,32.7457
chr1,7854377,7854563,RNA1066,No,7.62689,7.08919,6.40314
chr1,7986728,7987115,RNA1067,No,12.7143,6.33994,4.55427
chr1,8252985,8253096,RNA1068,No,24.6084,13.89854,4.50763
chr1,9029016,9029127,RNA1069,No,150.474,13.92405,13.924
chr1,9031702,9031813,RNA1070,No,1017.66,14.14119,14.1412
chr1,9032592,9032703,RNA1071,No,0.655114,0.21215,0.203827
chr1,9034601,9034742,RNA1072,No,0.208165,0.270982,0.11339
chr1,9824370,9824848,RNA1073,No,4056.83,19.26804,13.8665
chr1,9824902,9825013,RNA1074,No,572.834,9.97021,9.97021
chr1,9825050,9825161,RNA1075,No,412.265,12.71302,10.0924
chr1,9825058,9825169,RNA1076,No,445.802,12.71302,10.8998
chr1,10030482,10030716,RNA1077,No,3.4322,1.56829,1.44765
chr1,10190632,10190743,RNA1078,No,0.311401,0.186057,0.147505
chr1,10631299,10631880,RNA1079,No,32.8916,5.11871,2.16741
chr1,10799167,10799626,RNA1080,No,0.414686,0.355154,0.143919
chr1,10860965,10861852,RNA1081,No,69.7776,17.71909,4.47472
chr1,11008059,11008293,RNA1082,No,1.25178,1.56034,0.122513
chr1,11048126,11048360,RNA1083,No,1.12817,0.297902,0.135247
chr1,11048850,11049084,RNA1084,No,0.274125,0.290475,0.0624288
chr1,11102951,11103185,RNA1085,No,1.48476,0.348179,0.192183
chr1,11106273,11106507,RNA1086,No,21.3429,3.12833,3.12833
chr1,11264078,11264312,RNA1087,No,0.827538,0.673723,0.178508
chr1,11269285,11269863,RNA1088,No,0.226053,0.531026,0.0509598
chr1,11538686,11539267,RNA1089,No,4.51207,4.17515,2.17022
chr1,11539301,11539521,RNA1090,No,1.58505,4.17515,0.891964
chr1,11598325,11598906,RNA1091,No,18.1203,11.92225,8.02341
chr1,11598992,11599573,RNA1092,No,0.775324,2.69784,0.696516
chr1,11617398,11617979,RNA1093,No,117.492,24.38453,11.7096
chr1,11617402,11617506,RNA1094,No,253.204,24.38453,24.3845
chr1,11620816,11621397,RNA1095,No,0.147315,0.534742,0.128853
chr1,11733329,11734216,RNA1096,No,0.491412,0.826527,0.167728
chr1,11733807,11734388,RNA1097,No,0.0686438,0.150058,0.0395161
chr1,11758216,11759103,RNA1098,No,0.0641972,0.27873,0.0389656
chr1,11760692,11761579,RNA1099,No,21.2685,5.93907,0.975276
chr1,11760948,11761269,RNA1100,No,0,0,0
