H2AFZ_AvgSignal,H2AFZ_MaxSignal,H2AFZ_MaxScaledSignal,H2AK5ac_AvgSignal,H2AK5ac_MaxSignal,H2AK5ac_MaxScaledSignal,H2AK9ac_AvgSignal,H2AK9ac_MaxSignal,H2AK9ac_MaxScaledSignal,H2BK120ac_AvgSignal,H2BK120ac_MaxSignal,H2BK120ac_MaxScaledSignal,H2BK12ac_AvgSignal,H2BK12ac_MaxSignal,H2BK12ac_MaxScaledSignal,H2BK15ac_AvgSignal,H2BK15ac_MaxSignal,H2BK15ac_MaxScaledSignal,H2BK20ac_AvgSignal,H2BK20ac_MaxSignal,H2BK20ac_MaxScaledSignal,H2BK5ac_AvgSignal,H2BK5ac_MaxSignal,H2BK5ac_MaxScaledSignal,H3F3A_AvgSignal,H3F3A_MaxSignal,H3F3A_MaxScaledSignal,H3K14ac_AvgSignal,H3K14ac_MaxSignal,H3K14ac_MaxScaledSignal,H3K18ac_AvgSignal,H3K18ac_MaxSignal,H3K18ac_MaxScaledSignal,H3K23ac_AvgSignal,H3K23ac_MaxSignal,H3K23ac_MaxScaledSignal,H3K23me2_AvgSignal,H3K23me2_MaxSignal,H3K23me2_MaxScaledSignal,H3K27ac_AvgSignal,H3K27ac_MaxSignal,H3K27ac_MaxScaledSignal,H3K27me3_AvgSignal,H3K27me3_MaxSignal,H3K27me3_MaxScaledSignal,H3K36me3_AvgSignal,H3K36me3_MaxSignal,H3K36me3_MaxScaledSignal,H3K4ac_AvgSignal,H3K4ac_MaxSignal,H3K4ac_MaxScaledSignal,H3K4me1_AvgSignal,H3K4me1_MaxSignal,H3K4me1_MaxScaledSignal,H3K4me2_AvgSignal,H3K4me2_MaxSignal,H3K4me2_MaxScaledSignal,H3K4me3_AvgSignal,H3K4me3_MaxSignal,H3K4me3_MaxScaledSignal,H3K56ac_AvgSignal,H3K56ac_MaxSignal,H3K56ac_MaxScaledSignal,H3K79me1_AvgSignal,H3K79me1_MaxSignal,H3K79me1_MaxScaledSignal,H3K79me2_AvgSignal,H3K79me2_MaxSignal,H3K79me2_MaxScaledSignal,H3K9ac_AvgSignal,H3K9ac_MaxSignal,H3K9ac_MaxScaledSignal,H3K9me1_AvgSignal,H3K9me1_MaxSignal,H3K9me1_MaxScaledSignal,H3K9me2_AvgSignal,H3K9me2_MaxSignal,H3K9me2_MaxScaledSignal,H3K9me3_AvgSignal,H3K9me3_MaxSignal,H3K9me3_MaxScaledSignal,H3T11ph_AvgSignal,H3T11ph_MaxSignal,H3T11ph_MaxScaledSignal,H4K12ac_AvgSignal,H4K12ac_MaxSignal,H4K12ac_MaxScaledSignal,H4K20me1_AvgSignal,H4K20me1_MaxSignal,H4K20me1_MaxScaledSignal,H4K5ac_AvgSignal,H4K5ac_MaxSignal,H4K5ac_MaxScaledSignal,H4K8ac_AvgSignal,H4K8ac_MaxSignal,H4K8ac_MaxScaledSignal,H4K91ac_AvgSignal,H4K91ac_MaxSignal,H4K91ac_MaxScaledSignal
79.98,15.38786,14.5644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51294,4.17751,1.51294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8457.6,116.85509,111.362,118.763,13.94866,8.04335,52.4049,37.68163,37.6816,0,0,0,13.6804,18.00551,4.57229,316.151,32.34172,32.3417,26573,232.29305,232.293,1.66428,4.81080,1.66428,0,0,0,0,0,0,988.213,40.40019,40.4002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.3358,3.86757,3.07742,0.934863,5.43389,0.934863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212629,3.29575,0.212629,1.85553,8.62822,1.85553,0,0,0,0,0,0,1442.49,181.11443,181.114,1086.77,39.54877,39.5488,8.95138,8.95138,8.95138,0,0,0,793.272,31.08300,31.083,517.192,34.30173,34.3017,1438.91,55.65046,55.6505,0,0,0,0,0,0,0,0,0,124.908,17.98882,17.9888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63853,3.82668,3.82668,0,0,0,0,0,0,0,0,0
219.434,16.74920,16.7492,14.4229,12.35376,8.85741,11.5606,11.56062,11.5606,4.42228,4.02224,3.01036,0,0,0,2.49595,3.89244,1.83606,0,0,0,28.3646,8.49123,7.15613,0.307498,2.32820,0.307498,25.762,13.12025,9.32445,31.7548,10.37364,8.02806,14.9774,10.51393,7.53829,0,0,0,9740.85,68.18426,68.1843,133.292,21.29388,21.2939,701.744,49.77974,49.7797,27.0634,15.03707,10.6867,414.121,31.65026,29.9777,1362.92,55.10947,55.1095,38615.1,201.99113,201.991,36.1577,26.86395,21.9642,14.5621,8.65476,6.25973,295.433,20.98023,20.9802,3242.51,74.05673,74.0567,0,0,0,0,0,0,0,0,0,0,0,0,3.39698,4.73790,3.39698,0,0,0,12.4331,12.51305,8.26333,43.3769,13.25876,10.7571,37.3699,14.79336,14.1421
3.00368,3.00368,3.00368,4.87985,4.87985,4.87985,0,0,0,3.87063,3.87063,3.87063,3.40537,4.77641,3.01603,4.33361,4.33361,4.33361,0,0,0,5.05675,5.05675,5.05675,0,0,0,3.47982,4.74566,3.18008,7.59939,7.59939,7.59939,6.86787,6.86787,6.86787,0,0,0,1377,64.14275,64.1428,4359.33,100.00041,100,14.2113,5.52573,5.52573,0,0,0,404.256,16.79145,16.7915,119.613,20.40969,20.4097,4256.43,82.38117,82.3812,0,0,0,0.451862,4.49545,0.451862,16.1656,8.20775,8.20775,119.939,15.50428,15.5043,0,0,0,0,0,0,27.2951,7.64170,7.58757,0,0,0,0,0,0,89.2635,6.78928,6.78928,0,0,0,3.13017,5.49550,3.13017,0,0,0
3.9395,3.93950,3.9395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0338,6.15752,5.5938,159.407,7.89203,7.89203,14.1921,9.46944,6.2064,0,0,0,51.4102,8.19912,8.19912,4.44006,4.44006,4.44006,9.59581,5.74259,5.74259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0193,11.19525,11.1952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66.2029,6.02235,6.02235,0.508503,5.93254,0.508503,0,0,0,6.23199,6.23199,6.23199,2.5505,7.65150,2.5505,1.05453,3.95450,1.05453,6.26334,9.81568,6.26334,3.53025,4.31019,3.53025,0,0,0,0,0,0,1.65283,5.59828,1.65283,0.47384,2.61859,0.47384,0,0,0,496.202,42.34012,42.3401,121.954,20.65203,20.652,4.43302,4.43302,4.43302,2.15726,5.39316,2.15726,443.856,16.81509,16.8151,169.958,15.08174,15.0817,52.0909,8.07785,8.07785,0,0,0,0,0,0,0,0,0,16.0591,7.98717,7.98717,1.4815,2.28761,1.4815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769929,3.36844,0.769929,2.14328,4.78817,2.14328,5.58193,8.49424,5.58193
263.062,30.00557,30.0056,0,0,0,2.82037,5.18948,2.82037,10.9924,8.35675,5.59426,4.25161,7.32095,4.25161,3.6843,7.27818,3.6843,0,0,0,21.0063,10.32228,6.82169,3.61897,3.67605,3.61897,8.52454,9.15027,5.99598,27.1391,13.59078,8.14603,2.96424,5.30270,2.96424,0,0,0,13628.3,127.77785,99.6246,30.4908,43.44749,9.64414,131.238,36.94991,36.9499,8.74436,7.02074,4.70956,16.6543,11.50315,7.76435,793.739,35.35305,35.3531,23786.2,194.08977,194.09,7.75099,15.07386,7.23605,6.28511,9.03485,6.28511,0,0,0,2441.55,72.17067,72.1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4416,2.90121,1.4416,19.06,9.92568,6.59657,12.6795,10.78122,7.96873
283.811,15.80756,15.8076,20.5305,6.75998,6.75998,6.55528,6.55528,6.55528,42.6845,16.17982,16.1798,17.133,10.88298,10.883,12.3964,5.05548,5.05548,4.21801,4.21801,4.21801,38.0276,10.28736,10.2874,0.965424,4.15875,0.965424,40.3413,14.17359,14.1736,68.0465,16.62090,16.6209,16.7836,8.56172,8.56172,4.26243,4.26243,4.26243,3873.35,53.32169,53.3217,2107.66,73.90274,73.9027,25.4326,6.37474,6.2625,49.8249,11.58093,11.5809,1141.79,26.85272,26.8527,1231.4,39.94250,39.9425,19795.6,151.12473,151.125,34.8275,12.52439,12.5244,16.8845,10.82122,10.8212,226.616,23.20919,23.2092,1441.14,55.86161,55.8616,0,0,0,0,0,0,10.5663,10.56627,10.5663,0,0,0,9.29452,9.29452,9.29452,0,0,0,14.3525,9.62367,9.62367,65.0103,18.24832,18.2483,60.8177,16.74753,16.7475
515.255,33.01480,33.0148,2.80481,4.30360,1.73975,3.48952,6.21240,3.48952,7.5613,7.46437,4.89154,0,0,0,4.07251,5.32857,2.10875,0,0,0,21.9157,9.41723,9.41723,0,0,0,15.5289,7.29862,4.90716,27.6638,9.10722,8.09961,12.9453,6.11985,6.11985,0,0,0,10359.3,72.05115,72.0512,129.414,47.92617,25.6456,266.668,47.24503,47.245,23.5867,8.91969,5.69715,246.626,19.83418,12.4148,879.684,33.12775,33.1277,42927.9,254.01665,254.017,21.1672,23.56020,16.3418,12.4007,8.90912,8.90912,217.026,18.02079,15.5997,3507.89,82.72170,82.7217,0,0,0,0,0,0,0,0,0,0,0,0,4.48637,6.27558,4.48637,1.62193,4.33130,1.62193,6.87801,8.20896,3.94729,57.8176,27.51682,24.2382,22.5093,13.94894,11.0404
0,0,0,0.962948,3.06249,0.962948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44499,4.80561,1.44499,1.28003,4.02692,1.28003,0,0,0,0,0,0,29.3402,12.08185,4.75386,107.916,10.17191,6.36869,5.24516,6.70338,2.17457,0,0,0,5.9194,4.39936,2.40574,0,0,0,2.06533,6.48029,1.36955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.35743,6.55144,3.27572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
