Chromosome,Start,End,ID,Functional,chrm_acc_SumSignal,chrm_acc_MaxSignal,chrm_acc_MaxScaledSignal
chr1,10277,10534,RNA1001,No,821.824,12.37545,12.0058
chr1,10361,10517,RNA1002,No,880.128,12.37545,12.0058
chr1,10409,10548,RNA1003,No,973.19,12.37545,12.3755
chr1,10416,10550,RNA1004,No,983.732,12.37545,12.3755
chr1,10471,10660,RNA1005,No,1075.82,12.37545,12.3755
chr1,10577,10683,RNA1006,No,953.549,12.37545,12.3755
chr1,10736,10993,RNA1007,No,0.850864,4.04948,0.850864
chr1,10749,10820,RNA1008,No,2.33843,4.04948,2.33843
chr1,10788,10927,RNA1009,No,0.0582659,4.04948,0.0582659
chr1,10905,11079,RNA1010,No,0,0,0
chr1,10978,11160,RNA1011,No,0,0,0
chr1,11022,11239,RNA1012,No,0,0,0
chr1,11053,11187,RNA1013,No,0,0,0
chr1,11062,11279,RNA1014,No,0,0,0
chr1,11090,11264,RNA1015,No,0,0,0
chr1,11112,11251,RNA1016,No,0,0,0
chr1,11274,11463,RNA1017,No,0,0,0
chr1,11275,11374,RNA1018,No,0,0,0
chr1,11285,11542,RNA1019,No,0,0,0
chr1,11366,11472,RNA1020,No,0,0,0
chr1,11518,11735,RNA1021,No,0,0,0
chr1,11546,11652,RNA1022,No,0,0,0
chr1,11602,11776,RNA1023,No,0,0,0
chr1,11609,11743,RNA1024,No,0,0,0
chr1,11682,11838,RNA1025,No,0,0,0
chr1,860034,860147,RNA1026,No,0,0,0
chr1,860158,860225,RNA1027,No,1.44055,2.59355,0.735484
chr1,959420,959510,RNA1028,No,5843.98,51.9806,25.2679
chr1,1057603,1057690,RNA1029,No,0,0,0
chr1,1119983,1120082,RNA1030,No,2.41369,0.445755,0.351081
chr1,1121382,1121559,RNA1031,No,23.9358,11.30966,2.17248
chr1,1198877,1198976,RNA1032,No,72.6513,4.68535,4.68535
chr1,1199985,1200248,RNA1033,No,44.0044,3.09239,2.70437
chr1,1207219,1207318,RNA1034,No,208.037,8.88744,7.18177
chr1,1210127,1210198,RNA1035,No,15.5186,1.50177,0.948082
chr1,1216198,1216297,RNA1036,No,50.1132,3.31682,3.09536
chr1,1216299,1216398,RNA1037,No,33.1553,3.09536,2.62634
chr1,1292119,1292190,RNA1038,No,2368.37,30.82239,30.8224
chr1,1292220,1292291,RNA1039,No,1511.48,30.82239,30.8224
chr1,1330602,1330701,RNA1040,No,176.635,7.47883,7.47883
chr1,1330705,1330776,RNA1041,No,251.501,7.47883,7.47883
chr1,1330857,1330928,RNA1042,No,361.425,11.18734,11.1873
chr1,1362890,1362957,RNA1043,No,0.275323,0.225588,0.168349
chr1,1417676,1417743,RNA1044,No,2.83613,5.22690,1.63828
chr1,1417761,1417832,RNA1045,No,0.0712351,5.05769,0.0712351
chr1,1417879,1417946,RNA1046,No,53.1918,6.49281,6.43436
chr1,1512036,1512103,RNA1047,No,24310.7,40.5774,40.5774
chr1,1512094,1512161,RNA1048,No,23553,40.5774,39.9718
chr1,1577530,1577597,RNA1049,No,75.9456,5.11571,5.11571
chr1,1585530,1585643,RNA1050,No,0,0,0
chr1,1585666,1585779,RNA1051,No,0.296674,0.155761,0.155761
chr1,1589277,1589390,RNA1052,No,0.0537011,0.161363,0.0328438
chr1,1746029,1746142,RNA1053,No,14644.8,35.373,35.373
chr1,1748034,1748147,RNA1054,No,0,0,0
chr1,1781629,1781742,RNA1055,No,29.2138,1.89554,1.87023
chr1,1902463,1902553,RNA1056,No,0,0,0
chr1,1919632,1919722,RNA1057,No,20127.4,91.4911,70.3046
chr1,1919835,1919922,RNA1058,No,4233.22,24.17747,17.6144
chr1,1919931,1920021,RNA1059,No,1880.14,16.48500,16.485
chr1,2008205,2008377,RNA1060,No,0.458121,0.377465,0.340157
chr1,2047553,2047816,RNA1061,No,131.884,7.80300,7.803
chr1,2047631,2047894,RNA1062,No,122.232,7.80300,7.36741
chr1,2047636,2047723,RNA1063,No,135.333,7.80300,7.803
chr1,2047857,2048120,RNA1064,No,15.0705,7.80300,1.62475
chr1,2048758,2048845,RNA1065,No,0.977846,0.637077,0.35751
chr1,2310601,2310672,RNA1066,No,56.8206,5.55176,4.94486
chr1,2311268,2311465,RNA1067,No,688.174,14.04682,14.0468
chr1,2311971,2312070,RNA1068,No,448.351,14.04682,14.0468
chr1,2312821,2312908,RNA1069,No,249.599,7.18748,7.18748
chr1,2314403,2314490,RNA1070,No,2006.63,15.34381,15.3438
chr1,2314547,2314634,RNA1071,No,2270.29,15.34381,15.3438
chr1,2507112,2507179,RNA1072,No,495.814,7.40649,7.40649
chr1,2586218,2586325,RNA1073,No,4614.2,16.52760,16.2187
chr1,2802959,2803072,RNA1074,No,4.9903,1.24689,0.794479
chr1,2826095,2826266,RNA1075,No,2.61887,0.874834,0.403455
chr1,2887976,2888148,RNA1076,No,7.28559,2.75614,1.86438
chr1,2979574,2979746,RNA1077,No,119.735,3.77106,3.77106
chr1,2983484,2983656,RNA1078,No,31.7348,6.42628,5.64168
chr1,2995196,2995295,RNA1079,No,0,0,0
chr1,3023021,3023218,RNA1080,No,13.8348,2.65503,1.33425
chr1,3033998,3034085,RNA1081,No,2.22598,0.558334,0.558334
chr1,3035197,3035394,RNA1082,No,55.9982,7.89149,6.68974
chr1,3045025,3045222,RNA1083,No,0.0919183,0.0947078,0.0356893
chr1,3487634,3487741,RNA1084,No,0,0,0
chr1,3487708,3487815,RNA1085,No,0,0,0
chr1,3487747,3487854,RNA1086,No,0,0,0
chr1,3772310,3772481,RNA1087,No,6132.82,41.4755,25.5153
chr1,3776149,3776331,RNA1088,No,827.752,12.4217,7.63496
chr1,3777655,3777837,RNA1089,No,8.59267,2.45161,1.36756
chr1,3807432,3807603,RNA1090,No,0.0727674,0.631239,0.0442975
chr1,3811365,3811536,RNA1091,No,896.297,20.59724,20.5972
chr1,3888840,3889011,RNA1092,No,0.0530298,0.180869,0.0445681
chr1,3888898,3889080,RNA1093,No,0.118396,0.180869,0.0765215
chr1,3888940,3889111,RNA1094,No,0.145659,0.180869,0.114233
chr1,3889017,3889110,RNA1095,No,0.180869,0.180869,0.180869
chr1,3965801,3965972,RNA1096,No,0.904072,0.417854,0.417854
chr1,4099364,4099460,RNA1097,No,1.34639,0.25388,0.152243
chr1,4792963,4793145,RNA1098,No,42.0452,6.30318,5.85267
chr1,4844236,4844407,RNA1099,No,0,0,0
chr1,5081514,5081691,RNA1100,No,0,0,0
chr1,5462551,5462691,RNA1101,No,1.76917,3.16623,1.69619
chr1,6101205,6101382,RNA1102,No,279.162,5.76194,5.64137
chr1,6101227,6101404,RNA1103,No,278.161,5.76194,5.64137
chr1,6101275,6101452,RNA1104,No,272.16,5.76194,5.64137
chr1,6101553,6101728,RNA1105,No,134.225,5.64137,4.03361
chr1,6101564,6101663,RNA1106,No,174.193,5.64137,5.34573
chr1,6242338,6242515,RNA1107,No,105.837,4.44045,3.22402
chr1,6243653,6243830,RNA1108,No,5.35607,1.06948,1.02718
chr1,6261251,6261428,RNA1109,No,2983.53,19.39420,12.5899
chr1,6261651,6261722,RNA1110,No,507.395,9.31383,9.31383
chr1,6466553,6466620,RNA1111,No,13.9753,13.16473,2.26698
chr1,6717919,6718032,RNA1112,No,0,0,0
chr1,6778062,6778239,RNA1113,No,56.2893,20.79451,13.2756
chr1,6779110,6779209,RNA1114,No,100.147,7.80660,7.8066
chr1,6780154,6780241,RNA1115,No,0,0,0
chr1,7770508,7770625,RNA1116,No,250.3,24.73196,11.0783
chr1,7854235,7854334,RNA1117,No,8.14352,7.08919,6.87437
chr1,7854413,7854506,RNA1118,No,8.40946,7.08919,7.08919
chr1,7953139,7953238,RNA1119,No,0.127147,0.109871,0.0644511
chr1,7953147,7953246,RNA1120,No,0.101305,0.104601,0.0559985
chr1,7985809,7985908,RNA1121,No,0.264208,2.92683,0.0591279
chr1,7987326,7987425,RNA1122,No,0.355749,0.244952,0.13361
chr1,7990233,7990332,RNA1123,No,91.8297,10.71246,8.22371
chr1,7990267,7990363,RNA1124,No,82.6964,10.71246,6.45452
chr1,8346069,8346240,RNA1125,No,3.77015,0.699883,0.699883
chr1,8349368,8349550,RNA1126,No,482.359,27.08538,13.1301
chr1,8860797,8860890,RNA1127,No,0.906374,0.445865,0.445865
chr1,8860873,8860966,RNA1128,No,2.53269,2.28488,1.00731
chr1,8860903,8860996,RNA1129,No,4.10886,2.28488,1.74437
chr1,8888691,8888784,RNA1130,No,0,0,0
