"GC_percentage","GA","GT","CpG","TA","phyloP_max_241w","phyloP_max_100w","RPKM_tissue","RPKM_primary.cell","copy_number","repeat_distance","Interaction_ave","MFE","SNP_density","MAF_avg","fickett","GERP_91_mammals_max","GERP_63_amniotes_max","lowComplexity_density","Max_covariance","coding_potential","methylome","H3K9ac_MaxScaledSignal","H3K79me2_MaxScaledSignal","chrm_acc_MaxScaledSignal","H3K79me1_MaxScaledSignal","Random","T","C","G","MaxEnt_splicing","Dataset"
0.843113449345744,-3.37245379738298,-0.409512246825075,-0.496323389048816,3.27609797460061,-1.12415126579432,NA,2.18913667549421,3.87580511042521,NA,-0.949283291115208,0.935134681280236,1.622423718741,49.5147833421924,6.26517860474308,-1.20693260542445,NA,NA,41.9216812253158,NA,0,-1.33139876570906,0.489415735825732,0,15.5850930229555,0,-0.884992146304048,-1.2458879437114,2.97339611157677,-1.13874361395609,0.406228624770762,"protein-exon2-negative-control"
0.505868069607446,-8.40519254116988,1.08400300630167,-0.407239703834925,3.60370777206067,-1.07879077612192,NA,0.295829280472191,3.64426350642578,-0.674490759476595,-0.990428696922059,-4.50555848033849,1.622423718741,59.6859681581516,5.05150526246301,-1.88142336490105,NA,NA,17.6291372960425,NA,0,-1.33139876570906,0.489415735825732,0,15.5850930229555,0,-0.643026341656071,-1.18954125278978,2.90822095984197,-0.61558090949027,0.406228624770762,"protein-exon2-negative-control"
1.09604748414947,0.18159366601293,0.505868069607446,1.23444535224962,2.62087837968048,-1.07879077612192,NA,-0.627158074601045,0.845630205910955,13.4898151895319,-0.677429717034227,-0.924191615860999,-0.388895573031551,52.9514974562853,1.21572346616906,-0.348454681758252,NA,NA,9.33544107749249,NA,0,-0.0554605874473921,0.31098260294084,0,15.9984286582649,0,-0.227986095321828,-0.287994198043846,-0.937112992511161,3.24274403594518,0.406228624770762,"protein-exon2-negative-control"
1.26467017401862,-4.12477041372225,0.746757626563373,1.75622122278812,3.58443660750419,-1.07879077612192,NA,-0.354995136566629,2.41608630260273,3.37245379738298,-0.583383075189996,-3.10982022732129,0.941856465935786,84.5254716907855,1.50274081062719,-2.03487484427767,NA,NA,13.0361979009969,NA,0,-0.179569123380922,0.460905838568497,0,16.0857817004585,0,-0.693868973268749,-1.40500165641753,2.0346037705263,1.19346421948838,0.406228624770762,"protein-exon2-negative-control"
1.34898151895319,-2.90549865620687,0.0481779113911854,1.60350633385002,3.33391146827003,-1.07879077612192,NA,-0.437827335098842,2.10400848851654,5.39592607581276,-0.603955778093422,-0.361121158834815,0.832479586020663,76.134563814685,1.46788870451441,0.847848413130036,NA,NA,11.4352713315486,NA,0,-0.131301534279884,0.405034160728924,0,16.0857817004585,0,0.988611202173944,-1.08171233347215,2.14628123632364,0.976960236747866,0.406228624770762,"protein-exon2-negative-control"
1.34898151895319,-0.0259419522875614,0.0240889556955927,1.42533896342224,2.65942070879343,-1.07879077612192,NA,-0.556159047287719,1.620791227996,13.4898151895319,-0.640692747563825,-0.572023874187378,0.0729179199434156,64.7264367383497,1.43303659840164,0.372419396421605,NA,NA,9.24035913667082,NA,0,-0.0718790532924696,0.329823517608433,0,16.0857817004585,0,0.645121283687655,-0.851461107260056,0.757440952593611,1.6732559225477,0.406228624770762,"protein-exon2-negative-control"
2.36071765816808,-0.181593666012929,-0.168622689869149,2.50706942673376,-1.25262569617082,-1.07879077612192,NA,-0.934820526292123,0,58.6806960744638,-0.897851533856644,-0.97094834992501,-4.67282336970722,3.83367005949076,33.1915057626932,-1.89475856902824,NA,NA,7.48683764756237,-0.943005946321616,0,-0.079397767849139,0,0,16.0857817004585,0,-0.187859897947638,-1.03707373617834,1.44293019554549,1.4455262747214,0.174166899686083,"protein-exon2-negative-control"
1.51760420882234,1.08956199607758,0.26497851265152,2.06165100066431,-1.59950665818735,-1.07879077612192,NA,-0.709990273133258,0.906032363476023,40.4694455685957,-0.768537401320826,-0.198964825804306,-0.559037386232854,7.99867213352166,16.6429057307933,-1.21137767346685,NA,NA,0,-0.970532648261241,0,0.0358797133057951,0,0,16.0857817004585,0,1.29688997959091,-1.31284107057121,2.24036734618303,1.76557875274755,0.174166899686083,"protein-exon2-negative-control"
2.52934034803723,-0.181593666012929,-0.409512246825075,2.59615311194765,-0.944287063267233,-1.07879077612192,NA,-0.946653697511011,-0.0503351313042236,55.9827330365574,-0.943405375999944,-0.408872717027847,-5.99142242201732,3.08179419713265,34.6655448388746,-0.00811708077307031,NA,NA,5.48892167641696,-0.985767552479398,0,-0.0406766247668081,0,0,15.195051532231,0,1.20954701181256,-2.8523766927933,2.04875295171329,2.93411567791497,-0.768675686288087,"protein-exon2-negative-control"
2.69796303790638,-0.181593666012929,-0.62631284808541,2.59615311194765,-1.75367597463915,-1.07879077612192,NA,-0.934820526292123,-0.0604021575650683,55.3082422770808,-0.946344333557576,-0.401908948124697,-5.83951008880187,3.01843858596297,37.7817331501343,-0.400056123815631,NA,NA,10.5370413345031,-0.983863189452128,0,-0.0434576489916128,0,0,14.9508693073086,0,-0.677834609257778,-2.10360979440719,1.03262492658498,3.12648565717499,-1.72056180887602,"protein-exon2-negative-control"
