"RNAID","Dataset","GC_percentage","GA","GT","CpG","TA","phyloP_max_241w","phyloP_max_100w","RPKM_tissue","RPKM_primary.cell","copy_number","repeat_distance","Interaction_ave","MFE","SNP_density","MAF_avg","fickett","GERP_91_mammals_max","GERP_63_amniotes_max","lowComplexity_density","Max_covariance","coding_potential","methylome","H3K9ac_MaxScaledSignal","H3K79me2_MaxScaledSignal","chrm_acc_MaxScaledSignal","H3K79me1_MaxScaledSignal","Random","T","C","G","MaxEnt_splicing"
"RNA1001","short-ncrna-negative-control",0.44966050631773,-2.8328611898017,-0.773680577046682,-0.404694455685957,3.10265749359234,-0.912659762465472,NA,-0.611538288592113,1.04368570150589,0.674490759476595,-0.573876115797766,0.843835087105527,1.70997657332095,63.8110566538227,4.2252582059166,-1.12478890122586,NA,NA,14.8052116272944,NA,0,1.09522152245486,0.327393423740211,0,14.8657485870499,0,-0.992055152662411,-0.98944827134898,3.53422458531881,-2.69796303790638,-0.461316115749637
"RNA1002","short-ncrna-negative-control",1.19909468351395,0.741939835424255,0.734004650018648,1.56689391816871,-1.29839471199245,-0.912659762465472,NA,-0.78240928099285,0.709990273133258,38.4459732901659,-0.752746593449018,-1.10843559902573,-0.550992451403416,6.05181732798545,38.1862555839307,0.0145380878389734,NA,NA,0,-1.02206901487072,0,2.14246480306893,0,0,15.3442861677535,0,0.58242377153617,-0.982343663057924,1.21256765748602,0.799536799154844,0.358430730782943
"RNA1003","short-ncrna-negative-control",2.69796303790638,-0.539592607581276,-1.76557875274756,2.1998775539852,-0.775664373398085,-0.912659762465472,NA,-0.962273483519942,-0.539592607581276,26.3051396195872,-0.915469041867865,0.923696332521443,-8.07488937401558,0.167416677548223,180.236335359907,-1.2917856207446,NA,NA,6.90910176431507,-1.05178833342367,0,1.97165224003774,0,0,13.5774379187398,0,0.269195866912766,-2.57022361610771,1.86077110494145,2.5453410412365,-0.813211859783365
"RNA1004","short-ncrna-negative-control",2.24830253158865,-0.741939835424255,0.55546297839249,1.71216885097905,0.236071765816808,-0.912659762465472,-1.13568705888834,-0.78240928099285,-0.262696401059306,8.76837987319574,-0.362709579681705,-1.64244754126469,-1.58647826524777,5.11744014976754,40.0585488990295,-0.440733610276256,NA,NA,0,-0.942751893169796,0,0.217233452561573,0,0,-0.674490759476595,0,0.884560272721099,-2.01502447063147,0.665293747008221,2.99613730657745,-1.49476536906034
"RNA1005","short-ncrna-negative-control",-0.44966050631773,-0.652007734160709,0.39675927028035,-0.944287063267233,-0.337245379738298,-0.219366186963439,-0.104528410892708,0.341741984801475,-0.177497568283315,8.76837987319574,-0.853361237127847,0.432020472189717,0.598491800662331,NA,NA,0.194542570161003,NA,NA,0,1.17716055804771,0,-0.674490759476595,0,0,-0.674490759476595,0,0.58242377153617,-0.328569904323346,-0.538517619936909,-0.101579933656111,1.05494263930225
"RNA1006","short-ncrna-negative-control",-0.299773670878487,0.314762354422411,0.436435197308385,0.34243377019581,-0.489005800620532,-0.0366413850752118,-0.646239837613701,0.701470389855659,-0.482793385730616,0,1.07694933419191,-0.372365084047707,-0.664990889624812,0.090369115793842,-0.678367143151748,-1.51827372602545,-0.542744433560139,NA,0,0.0779394049468141,0,3.16902526593267,0,0,-0.612259387039393,0,-0.661064323735283,0.591327073409748,0.363470622498574,-0.775418208887328,-0.00875608891217503
"RNA1007","short-ncrna-negative-control",-0.89932101263546,-0.044966050631773,-0.436435197308385,-0.622606854901472,-0.387832186699042,-0.0443553608805195,-0.646239837613701,0.701470389855659,-0.482793385730616,0.674490759476595,-0.659584886338991,0.101029286369532,-0.00949986985178317,-0.0637365636214482,11.9237561847702,-1.8648923466073,-0.476556088004024,NA,0,0.242281332044263,0,-0.674490759476595,0,0,-0.674490759476595,0,-0.479515562189716,0.591327073409748,-0.69344736510818,-0.688029807568277,1.22351631259809
"RNA1008","short-ncrna-negative-control",-1.19909468351395,0.652007734160709,-2.44006951222415,-0.415071236600982,-0.843113449345744,-0.0192849395132694,-0.646239837613701,0.701470389855659,5.46692510312609,0,0.0894352388256259,1.13537674205761,-0.750489718290859,14.9610974415288,15.9668243579546,-1.29006400507946,-0.476556088004024,NA,3.5093905082992,0.0779394049468141,0,-0.674490759476595,0,0,-0.477015372981337,0,-0.960699004595744,1.46075351302705,-0.781523864075412,-1.03758341284447,1.22351631259809
"RNA1009","short-ncrna-negative-control",2.84784987334562,1.05670218984667,-0.515787051364455,1.2244601479729,0.522730338594361,2.64637582470839,1.38358889823524,0.836368541750978,11.6935397985048,-0.674490759476595,23.3351443969196,-1.10170031326776,-7.29590004616937,10.72332320644,20.2851157720748,-0.3184988980512,-0.384522769421236,0.219417943876576,12.2828442422145,-0.112185507120414,0,-0.645805902009374,1.50790734467972,0.072162471163518,28.4069253432638,0,-0.400875009990602,-2.09599101268009,1.59654160803977,3.06967144915079,0.510360570032656
"RNA1010","short-ncrna-negative-control",1.27403810123357,0.854354962003687,0.178541671626158,0.300926646535712,-0.168622689869149,0.838412745339385,-0.325591874469854,2.02347227842979,1.68977685005715,-0.674490759476595,4.80590193078259,1.13826329309674,-2.36546759309398,0.833167146418896,10.7724702332498,-1.33999085936856,0.239538774393557,-0.445857261957203,0,0.0962433561085658,0,1.29712217829464,3.34545868113557,6.81887628487352,12.5917566428248,0,0.131178779012943,-0.860677246073693,0.534675502513524,1.60665214616898,0.286280485568447
"RNA1011","short-ncrna-negative-control",1.27403810123357,0.44966050631773,0.0991898175700876,-0.0311303427450734,-0.0674490759476596,0.0332665206603895,-0.325591874469854,2.02347227842979,1.68977685005715,-0.674490759476595,4.81459702344619,1.15558259933151,-2.1849700659101,0.611873121947209,11.8268465928913,-1.17375930236767,0.239538774393557,-0.445857261957203,0,0.247989015739863,0,0.943956924228558,3.34545868113557,6.81887628487352,12.5917566428248,10.8887976752194,-1.14583370860638,-1.09065644890975,0.518141547514187,1.53611157722262,0.286280485568447
"RNA1012","short-ncrna-negative-control",1.0492078480747,-1.23656639237376,-1.38865744598123,-0.581099731241374,-1.36584378794011,-0.525032478248758,-0.248608112393467,1.91555375691353,1.68977685005715,0,3.0991794565269,-0.418549900673779,0.180497527183877,3.79831073447806,0.763647584005111,1.04769877755341,-0.604520222745846,-0.792537613282193,11.1418044045902,-0.645165074281961,0,2.78015390274321,0.722469804393959,0,1.71987985665933,0,-1.21980419619982,-1.34734291401065,2.026038243453,-0.276616996863993,-0.715581139645883
