"RNAID","Dataset","GC_percentage","GA","GT","CpG","TA","phyloP_max_241w","phyloP_max_100w","RPKM_tissue","RPKM_primary.cell","copy_number","repeat_distance","Interaction_ave","MFE","SNP_density","MAF_avg","fickett","GERP_91_mammals_max","GERP_63_amniotes_max","lowComplexity_density","Max_covariance","coding_potential","methylome","H3K9ac_MaxScaledSignal","H3K79me2_MaxScaledSignal","chrm_acc_MaxScaledSignal","H3K79me1_MaxScaledSignal","Random","T","C","G","MaxEnt_splicing"
"RNA1","protein-coding-exon2",1.68622689869149,-1.76405275555417,2.02347227842979,1.95984107470558,-0.539592607581276,3.12691549459106,1.74950693683223,2.66246352424972,2.17447767234246,-0.674490759476595,4.47897131783151,-0.620770256509432,-1.02085087920782,1.38134113161188,-0.637588529474836,0.27887970370336,1.6182836903193,1.47004396296181,0,1.45804958324227,233.976957176043,-0.310042746275313,1.24437645709176,0,11.7924947930595,0,1.19762195717123,-1.19961952271072,1.49609267225466,1.38828111605006,1.11053931779184
"RNA2","protein-coding-exon2",1.26467017401862,0.155651713725368,-0.867202405041337,1.19626663001509,-3.79641941762541,3.19890061950596,5.84484211109354,37.9963127838482,111.512449891377,-0.674490759476595,2.01612488453571,1.24850428192202,-0.48004297296082,-0.553758460707875,-0.61093691891801,-0.929985540000395,1.72946348583742,2.13588740500922,0,0.187320072318706,222.889594185219,0.200602099609236,1.3444266244757,9.75390000803652,1.3137863688136,16.045442401214,-0.508788902247636,-0.833062187775443,0.435555509331955,1.68393271243476,-0.616692016087832
"RNA3","protein-coding-exon2",0.421556724672872,1.21927175751538,0.313156424042705,0.674490759476595,-2.25472625310748,3.14762354422411,4.59115288486994,3.54995136566629,8.33549774397942,0.674490759476595,0.261567222629268,1.23059744759963,0.394972066360168,1.50178497354166,0.131207928895143,1.02855009224483,0.605312220043098,-0.773934909912247,0,0.578060740732123,0,0.62325382296006,0.797151008763618,1.59051857196019,16.5045345786946,0,-1.27303987030826,-0.669980855980024,0.146318101262121,0.674490759476595,-0.800369750657703
"RNA4","protein-coding-exon2",-1.01173613921489,1.08956199607758,-1.39715943034438,1.20899287075993,-1.54169316451793,-1.12415126579432,4.51521683910105,27.1097952624716,23.5669084766375,0,-0.207196507813072,0.518303371220215,0.583343359547325,0.182108047089352,-0.694991998366461,0.517560531197228,1.66152027746524,NA,0,NA,0,0.248024010986037,0,3.91173900408209,-0.674490759476595,0,1.16402230997236,-0.742402995798855,-1.71080511633071,0.255653755608063,-0.781350751407151
"RNA5","protein-coding-exon2",1.26467017401862,1.32303956666563,1.25262569617082,1.53987513012581,-3.71933475939951,3.16044281304457,3.72384412682332,33.1328794128854,40.6808531200735,-0.674490759476595,0.92577163065415,0.555111863994012,-0.668414266147977,0.880671840942507,-0.221413380010554,0.634291883267102,1.72946348583742,0.319950744879923,0,1.19888308762203,180.556026402075,0.716605273259124,0,3.07351036852973,-0.0928359691907283,15.1626817992452,-0.645040708994132,-1.18399895532208,1.08865893681963,1.09005815363499,1.20710342752479
"RNA6","protein-coding-exon2",2.19209496829893,-0.933910282352208,1.90302749995182,1.50169640789129,-1.1177275442755,3.106207444958,4.20477241669295,22.8380204524531,30.27154796636,-0.674490759476595,4.71996583755735,-2.18861308384736,-2.24830253158865,1.46899267562457,0.219363256121567,0.176063347244464,1.15503454232714,-0.0691785394334968,0,0.661333342197278,272.14436432021,0.566413383203513,0.742973503090662,0,2.40326163691547,6.94951581636976,0.801839062588859,-1.1953846133298,0.692748579760548,2.90947001680398,-0.066196235585179
"RNA7","protein-coding-exon2",2.44502900310266,-0.38912928431342,-0.939469272128114,1.19626663001509,-2.235455088551,1.9470497143078,0.995357776401996,49.6993191193281,7.3187280916341,-0.674490759476595,2.1704201563114,-0.264623218319726,-1.74395358531336,0.87074630334825,-0.442826760021108,-0.0628107440773329,0.44471918207248,0.933910282352209,0,0.537549745424751,0,-0.817307250108076,2.26430010464758,9.03718017386852,18.2926310377349,3.00121032923128,0.905538693152278,-1.72649207216053,2.67326179938627,1.42266538343383,0.907003707080461
"RNA8","protein-coding-exon2",1.01173613921489,0.0259419522875614,1.25262569617082,1.6289588153397,-1.38752384806614,3.25708037799882,5.95874617974688,13.797477641223,33.2211866607875,-0.674490759476595,-0.00587791511526445,-0.0596894477412912,-0.625878812847651,0.311153147489194,-0.662190016142675,0.156157172967648,1.30945092499119,2.24830253158865,0,0.797928108425983,295.864601506639,0.701510991861803,0,5.75685614233094,-0.0681495931736222,12.3943190724392,0.677109437016076,-0.7982201394601,0.926793709069853,0.820541908182156,1.37641655421676
"RNA9","protein-coding-exon2",0.0843113449345744,1.37492347124075,0.26497851265152,0.839931889159534,-2.13909926576863,3.12445025058712,3.11486681859832,21.5955374744699,0.0805362100867577,-0.674490759476595,0.470233209221156,0.29347311806135,0.230906746487483,-0.432501694959274,-0.625287786140917,0.91104568486323,1.62446034562587,1.18468248779864,8.50139585025487,0.970013276526531,173.16445107486,0.395039279674133,0,0,0.124166593657468,0,0.499925685960164,-1.09093454367694,-0.692706173505667,0.896686283106252,0.795108663107794
"RNA10","protein-coding-exon2",0.0843113449345744,-0.103767809150245,-0.313156424042705,0.419965944579767,0.289067468347112,3.26398306120984,5.08548165340466,106.16721217586,313.718739366704,0.674490759476595,1.51944105729586,0.667526990573445,0.0486119466289438,4.09819809246849,0.590435680028144,0.961680807780957,1.48239727357493,NA,0,1.01415987397687,128.546214554213,0.621785138957182,6.61841258200076,11.7106853515804,0.508106914535759,8.15770515879058,1.13525714438484,-0.616101477923729,-0.503381009284887,0.816750609926676,2.30503614917033
"RNA11","protein-coding-exon2",0.0843113449345744,1.29709761437807,-0.337245379738297,0.636312037242071,-2.89067468347112,3.24475415797915,5.99894761574217,612.686106200345,1462.39663680787,0,-0.41586249440496,0.0328291962577107,0.38889557303155,-0.5850691394068,-0.688841626699501,0.720874078179857,1.42063072050931,0.985794186927331,0,0.844671564549874,177.532200131851,0.560782638244091,11.0939273966064,16.5266687804821,0.303687252695623,9.4423535620587,-1.04630268273603,0.261086322000897,0.58271607773011,-0.285821438856224,2.44184759714031
"RNA12","protein-coding-exon2",0.75880210441117,0.129709761437807,-1.9752943670386,0.827205648414692,-0.905744734154285,3.12839464099342,1.68101560143284,9.19437403707569,31.2077814086186,-0.674490759476595,0.330632725233625,0.689413121411918,0.0303824666430899,-1.22271609354672,12.8153244300553,-0.57264072215735,0.741198636787467,0.579370267755537,0,0.738546606757483,0,-0.173483560149642,3.26464176222561,16.6950654439099,49.1225668269716,0,-1.15934897774806,-1.17344219824074,-0.0432823401482034,1.4490433349195,2.37277463656662
"RNA13","protein-coding-exon2",0.0843113449345744,0.441013188888543,0.457690158216261,-0.572680833517863,0.289067468347112,3.25905257320197,3.76404556281861,31.27507153152,74.3651229888599,0.674490759476595,-0.655387535351986,0.655589101025186,-0.662337772819359,-1.23428059045311,-0.393623786685429,1.27051640481351,1.72328683053086,0.328598062309111,0,0.793253762813593,203.133929219752,0.793616429603587,0.038095371360507,8.81743192822801,-0.576474822599328,5.25401802121745,0.227663796547739,0.150257842457658,0.0735041751296687,0.155438199714767,1.05806976692823
"RNA14","protein-coding-exon2",1.77053824362606,0.778258568626841,-0.554045980998632,1.20899287075993,-0.327609797460061,2.80199633487243,5.91110003338208,36.1976707585773,-0.644289680694061,-0.674490759476595,0.273323052859797,-2.15180459107356,-3.28738289078232,0.969372318914965,-0.200912141120688,0.222639929775656,1.32798089091088,0.864731742918712,0,1.39053125772998,362.724760148271,0.620875502413464,1.88115116795766,0,16.7236620550808,0,0.608298648747886,-0.699890969235081,2.18674056836724,0.766288264587306,1.40694179201112
