"RNAID","Dataset","GC_percentage","GA","GT","CpG","TA","phyloP_max_241w","phyloP_max_100w","RPKM_tissue","RPKM_primary.cell","copy_number","repeat_distance","Interaction_ave","MFE","SNP_density","MAF_avg","fickett","GERP_91_mammals_max","GERP_63_amniotes_max","lowComplexity_density","Max_covariance","coding_potential","methylome","H3K9ac_MaxScaledSignal","H3K79me2_MaxScaledSignal","chrm_acc_MaxScaledSignal","H3K79me1_MaxScaledSignal","Random","T","C","G","MaxEnt_splicing"
"RNA1","lncrna-exon1",2.79431886068875,-1.95602320248213,1.18838848098257,2.86247297924214,-0.449660506317731,-0.136522207900078,0.0483148582683631,5.78134936694224,9.02131390799946,-0.337245379738298,4.59560840675919,-0.752380355779789,-1.13832394650921,6.0810112903941,-0.259669204803309,-0.508450600617103,-0.491076605583837,NA,3.5693437151653,-0.275294580050569,0,-2.38218663842723,6.40014667298321,0,32.5687826775571,0,0.455284356451788,-0.930963581581716,1.99586443108061,2.70829843367502,0.795782013686641
"RNA2","lncrna-exon1",3.46880962016535,1.18035882908404,-5.46016329100101,2.92827695577644,1.2490569619937,0.127386892873307,0.980101410586798,57.6015108593012,1245.93197760691,-0.674490759476595,1.17633529418478,-0.0215439308923734,-0.0864165402031003,5.00434311640115,3.00242518053826,-0.639614744373687,1.10640150896599,-0.93480483243109,0,-0.400643094231271,0,-1.84737673364348,2.84976209204312,0,39.5965064291669,0,-0.487459929345907,-3.49208129674303,2.53273978972762,3.58440020102203,1.20306312061777
"RNA3","lncrna-exon1",2.60160721512401,1.61877782274383,0.256948860752989,2.89537496750929,-1.94852886071016,2.47820795976239,0.880404084001286,18.0763523539727,26.3262174558209,-0.674490759476595,2.5765254391286,-0.623116770425553,-0.561293374546017,3.55393246571077,-0.569324731531255,0.624451259546338,0.591658560944382,-0.0984005086769567,0,-0.276969955088221,0,-2.38419383638321,11.7319652406947,16.5665172235413,36.3671576711832,21.7652404168975,-0.456686881424096,-1.74221744436232,2.07632725587783,2.29847698457438,-0.996467880871906
"RNA4","lncrna-exon1",2.40889556955927,0.303520841764468,-1.15626987338845,2.18798221976554,-1.34898151895319,2.5573806899944,1.21400667680665,7.24595787323428,1.05389181168218,-0.674490759476595,30.5715497164066,-1.76991678408109,-3.44092441070684,1.06987216283505,2.41037939358672,-1.44346898378362,0.331328794128854,0.178910015776285,0,1.67514657741974,0,-1.38509519554748,2.45617086207329,6.48105507771713,9.19011629963248,1.57113566643611,-0.838503679767644,-1.82434048181603,2.25202166046077,1.90217068415703,1.52454452788366
"RNA5","lncrna-exon1",0.385423291129483,-1.38270605692702,1.70228620248855,0.855451694945926,-1.44890607591269,-0.0137029725401566,0.445570359586017,-0.925015898710759,-0.927424794280318,-0.674490759476595,0.515012467105773,0.560142203201693,0.159304612451083,0.030257885817524,-0.637487897792124,-0.716190342751808,1.05906882409044,NA,0,0.590112780307568,0,0.244039186140066,0,0,0.112409896951264,0,0.162981651929058,-1.02449313295124,-0.620358996731766,1.40466137212272,2.04466224003776
"RNA6","lncrna-exon1",0.770846582258966,-0.168622689869149,0.578134936694225,0.460627835740114,-2.27328367082853,2.02245724342681,1.63580305851459,0.289067468347112,0.337245379738298,-0.674490759476595,-0.280915891148604,0.29912919431333,0.498896767242819,-1.00632068700152,-0.679034970560653,0.295024551672144,1.80455861088036,NA,0,0.591940462166825,0,-0.475802180880627,1.26531699105577,0,21.8177344329033,0,1.29407679136079,-0.0622062578493088,1.10682612539657,0.057628713599604,1.01663786690606
"RNA7","lncrna-exon1",3.66152126573009,0.472143531633617,-0.0321186075941236,2.68151204377281,-0.824377594915839,2.80251164321276,1.91188796290523,0.308338632903586,2.36071765816808,-0.674490759476595,6.93364795913142,-0.461537288732756,-4.23606701704847,4.43207473800004,-0.262265896851342,-0.330848284576758,NA,NA,4.77743894200137,0.867311195628197,0,-2.38492284281317,11.4331875954047,0,22.7901891273063,21.8534873224,-1.22906563382088,-2.09784952428095,3.01383126467618,3.14189894739055,0.0621476090360223
"RNA8","lncrna-exon1",2.50525139234164,1.2478079050317,-2.02347227842979,2.17153122563197,-3.54732177206209,0.747573279690763,0.72242216648886,5.5886377213775,51.7671657898287,-0.674490759476595,2.34974438117009,0.163236707146055,-0.207896660616405,-0.626796643011513,-0.626451956587983,0.463149689695395,1.17148395066988,0.35782003155257,0,0.884978786934347,0,-2.28493113619276,8.84952137334762,18.3265941956995,13.1560613870498,37.6255876210845,0.10886068829177,-2.45800684876262,2.38094669347299,1.97720919764894,0.968643184131349
"RNA9","lncrna-exon1",2.40889556955927,0.404694455685957,-0.224830253158865,2.92827695577644,-1.67373632907155,2.9446165436292,2.89582388605301,13.7596114933225,43.7786658572778,-0.674490759476595,-0.298473134345391,-0.454079774193089,-1.66289719374848,0.992606626325971,0.0538813599966866,-1.25771629464857,0.816488814103247,NA,0,0.540156142821213,106.927020495042,-2.38908498423001,13.1046631709376,12.3179330383922,43.341987469311,30.9772368301812,-0.804678077494339,-1.41964834088382,2.20315848818532,1.95247192498084,-0.500304782000666
"RNA10","lncrna-exon1",0.963558227823707,0.741939835424255,-0.0642372151882472,1.03641263041526,-1.52384949363231,-0.181183748030959,-0.329001177732188,-0.346880962016535,-0.653412923242952,829.117766086605,0.953943547025467,-1.17248700818106,-3.8771484794637,1.76727562435244,8.18866837347235,1.1039964672113,-0.579825389725494,-0.668228908924425,0,-0.994335084846551,0,0.271500332207054,0,0,1.28824632503073,0,0.95012816726955,-0.936604862904657,1.35326595379781,0.347415881272422,-0.487519790555354
