chrom	start	end	region_id	callable_bp	n_variants	mean_DAF	median_DAF	fraction_rare	variants_per_Mb_callable
chr1	10362	10570	RNA1001	66	0				0.0
chr1	10387	10595	RNA1002	55	0				0.0
chr1	10412	10516	RNA1003	42	0				0.0
chr1	10461	10654	RNA1004	4	0				0.0
chr1	10464	10603	RNA1005	3	0				0.0
chr1	10522	10626	RNA1006	0	0				
chr1	10548	10633	RNA1007	0	0				
chr1	10582	10667	RNA1008	9	0				0.0
chr1	10603	10742	RNA1009	83	0				0.0
chr1	10800	10917	RNA1010	0	0				
chr1	10815	11005	RNA1011	0	0				
chr1	10832	11025	RNA1012	0	0				
chr1	10841	10921	RNA1013	0	0				
chr1	10855	10935	RNA1014	0	0				
chr1	10916	10996	RNA1015	0	0				
chr1	10927	11117	RNA1016	0	0				
chr1	11127	11248	RNA1017	0	0				
chr1	11209	11402	RNA1018	0	0				
chr1	11383	11487	RNA1019	0	0				
chr1	11413	11603	RNA1020	0	0				
chr1	11440	11526	RNA1021	0	0				
chr1	11490	11586	RNA1022	0	0				
chr1	11705	11791	RNA1023	0	0				
chr1	11722	11861	RNA1024	0	0				
chr1	11729	11814	RNA1025	0	0				
chr1	859987	860109	RNA1026	122	0				0.0
chr1	859988	860063	RNA1027	75	0				0.0
chr1	959356	959448	RNA1028	92	31	1.3281558289412303e-05	1.4700700376124589e-05	1.0	336956.52173913043
chr1	1057538	1057658	RNA1029	120	20	0.0008594362540406966	7.3512001108611e-06	1.0	166666.66666666666
chr1	1121092	1121213	RNA1030	121	30	0.00011123093123993514	1.4701099644298664e-05	1.0	247933.88429752068
chr1	1121590	1121716	RNA1031	126	40	5.8513780300015445e-05	1.4707799891766626e-05	1.0	317460.31746031746
chr1	1200351	1200496	RNA1032	145	48	1.9603389451576855e-05	0.0	1.0	331034.4827586207
chr1	1201704	1201825	RNA1033	121	34	2.9149223069797912e-05	1.471799987484701e-05	1.0	280991.7355371901
