chrom	start	end	region_id	callable_bp	n_variants	mean_DAF	median_DAF	fraction_rare	variants_per_Mb_callable
chr1	827589	827775	RNA1	186	0				0.0
chr1	1137016	1137110	RNA2	94	35	0.0001248158841138166	1.4704999557579868e-05	1.0	372340.42553191487
chr1	1399529	1399689	RNA3	160	68	5.124896799369079e-05	0.0	1.0	425000.0
chr1	3067336	3067725	RNA4	389	101	0.016913615355946654	0.0	0.9702970297029703	259640.1028277635
chr1	4571486	4571629	RNA5	143	29	0.034605923323585454	0.0	0.9655172413793104	202797.20279720277
chr1	6724744	6724850	RNA6	106	15	1.8617819963158886e-05	1.469549988541985e-05	1.0	141509.43396226416
chr1	6784657	6784980	RNA7	323	139	0.007932459361864142	1.4706300135003405e-05	0.9856115107913669	430340.55727554177
chr1	9182203	9182316	RNA8	113	20	0.00018009487180278952	0.0	1.0	176991.15044247787
chr1	11099674	11099910	RNA9	236	68	0.00044904781585126144	0.0	1.0	288135.593220339
chr1	11609530	11610113	RNA10	583	49	0.016001257449400383	0.0	0.9795918367346939	84048.02744425385
chr1	11840318	11841207	RNA11	889	149	0.020912342294143807	0.0	0.959731543624161	167604.04949381328
chr1	12525737	12525959	RNA12	222	38	1.7805120789583424e-05	0.0	1.0	171171.17117117118
chr1	12823035	12823223	RNA13	188	0				0.0
chr1	14419493	14419973	RNA14	480	365	0.019320024549064053	1.4698999621032272e-05	0.9808219178082191	760416.6666666666
chr1	15749429	15749890	RNA15	461	104	0.019924680650389676	0.0	0.9615384615384616	225596.52928416486
chr1	16155175	16155755	RNA16	580	145	3.2975789446055567e-05	0.0	1.0	250000.0
chr1	18065656	18065847	RNA17	191	43	0.005486292415298521	1.4696799553348685e-05	0.9767441860465116	225130.890052356
chr1	19210385	19210559	RNA18	174	66	1.3141475626594196e-05	0.0	1.0	379310.3448275862
chr1	20243094	20243214	RNA19	120	29	0.026212672428708422	0.0	0.9655172413793104	241666.66666666666
chr1	20428583	20428794	RNA20	211	36	2.000740295847243e-05	1.4696999642183075e-05	1.0	170616.11374407585
chr1	22025963	22026048	RNA21	85	19	0.0526315814468992	0.0	0.9473684210526315	223529.4117647059
chr1	23627332	23627537	RNA22	205	29	1.1153531102473638e-05	0.0	1.0	141463.41463414632
chr1	24200239	24200391	RNA23	152	48	0.0001751431526599773	1.4698100130772218e-05	1.0	315789.4736842105
