chrom	start	end	region_id	callable_bp	n_variants	mean_DAF	median_DAF	fraction_rare	variants_per_Mb_callable
chr1	11062	11247	RNA1001	0	0				
chr1	11169	11328	RNA1002	0	0				
chr1	11310	11495	RNA1003	0	0				
chr1	11320	11505	RNA1004	0	0				
chr1	11701	11794	RNA1005	0	0				
chr1	859748	859933	RNA1006	185	0				0.0
chr1	859834	860019	RNA1007	185	0				0.0
chr1	965994	966179	RNA1008	185	60	0.03496676143501342	1.4700700376124589e-05	0.95	324324.3243243243
chr1	1019268	1019361	RNA1009	93	17	2.5082623752116115e-05	0.0	1.0	182795.6989247312
chr1	1123977	1124070	RNA1010	93	10	6.095387916501452e-05	7.423700026265578e-06	1.0	107526.88172043012
chr1	1124229	1124322	RNA1011	93	22	8.486348745215109e-05	1.4698549875902245e-05	1.0	236559.13978494625
chr1	1198414	1198507	RNA1012	93	21	0.03522456535249927	0.0	0.9523809523809523	225806.4516129032
chr1	1201092	1201185	RNA1013	93	23	5.246736169362266e-05	1.4706300135003405e-05	1.0	247311.82795698926
chr1	1241769	1241862	RNA1014	93	15	1.5681319988895364e-05	1.470200004405342e-05	1.0	161290.32258064515
chr1	1292086	1292245	RNA1015	159	55	0.018204534049370766	1.4697199731017465e-05	0.9818181818181818	345911.9496855346
chr1	1383601	1383760	RNA1016	159	42	0.02671517541730714	1.4703499800816644e-05	0.9523809523809523	264150.9433962264
chr1	1384280	1384439	RNA1017	159	31	3.84644609150666e-05	0.0	1.0	194968.55345911952
chr1	1410983	1411142	RNA1018	159	0				0.0
chr1	1411138	1411297	RNA1019	159	0				0.0
chr1	1541299	1541458	RNA1020	159	64	3.0099448593994122e-05	7.349050065386109e-06	1.0	402515.7232704403
chr1	1748841	1748946	RNA1021	105	0				0.0
chr1	1784811	1785133	RNA1022	322	56	1.5486325131469362e-05	1.4698500308440998e-05	1.0	173913.04347826086
chr1	1900085	1900270	RNA1023	185	45	3.104306696412419e-05	1.4699799976369832e-05	1.0	243243.24324324325
chr1	2047579	2047967	RNA1024	388	92	0.010719773268459427	1.4698300219606608e-05	0.967391304347826	237113.40206185565
chr1	2048583	2048676	RNA1025	93	21	1.9600047683823018e-05	0.0	1.0	225806.4516129032
chr1	2311735	2311894	RNA1026	159	30	3.332604695363539e-05	1.470200004405342e-05	1.0	188679.24528301888
chr1	2958335	2958723	RNA1027	388	87	0.0006823070706423589	0.0	0.9885057471264368	224226.80412371134
chr1	3032788	3033176	RNA1028	388	91	0.003967112208696418	1.470159986638464e-05	0.978021978021978	234536.0824742268
chr1	3034306	3034694	RNA1029	388	102	0.027712434387904425	7.347549853875535e-06	0.9509803921568627	262886.59793814435
chr1	3442467	3442855	RNA1030	388	98	0.022096515587236354	1.4695050140289823e-05	0.9591836734693877	252577.31958762885
chr1	3442786	3443174	RNA1031	388	87	0.00012012188788753961	1.4696799553348685e-05	1.0	224226.80412371134
chr1	3443572	3443960	RNA1032	388	69	0.000996147102157096	1.469590006308863e-05	1.0	177835.05154639177
chr1	3613084	3613226	RNA1033	142	34	3.977251093173392e-05	1.469744984206045e-05	1.0	239436.61971830984
chr1	4097849	4098237	RNA1034	388	80	0.00013689738850643365	0.0	1.0	206185.56701030926
chr1	4182808	4182920	RNA1035	112	21	3.50080809723571e-05	1.4697199731017465e-05	1.0	187500.0
chr1	4470127	4470269	RNA1036	142	24	8.390840105221036e-05	0.0	1.0	169014.08450704225
chr1	4557568	4557710	RNA1037	142	26	7.917330794253548e-06	7.349050065386109e-06	1.0	183098.5915492958
chr1	4557712	4557854	RNA1038	142	26	0.029691570232094254	1.469549988541985e-05	0.9615384615384616	183098.5915492958
chr1	4599424	4599566	RNA1039	142	26	1.8098192168294222e-05	7.347749942709925e-06	1.0	183098.5915492958
chr1	4600666	4600808	RNA1040	142	25	0.00015344326042395366	0.0	1.0	176056.338028169
chr1	4629587	4629729	RNA1041	142	28	1.889348592547642e-05	1.4694850051455433e-05	1.0	197183.0985915493
chr1	5503637	5503779	RNA1042	142	36	0.02779779461409109	0.0	0.9722222222222222	253521.12676056338
chr1	5776142	5776247	RNA1043	105	23	2.3007865266936743e-05	1.4699399798701052e-05	1.0	219047.61904761905
chr1	5811056	5811378	RNA1044	319	76	0.02980383061642562	1.4703100077895215e-05	0.9605263157894737	238244.51410658305
chr1	5853667	5853852	RNA1045	185	45	0.04504310377398926	1.469509970775107e-05	0.9555555555555556	243243.24324324325
chr1	6101342	6101577	RNA1046	235	57	6.808186956556338e-05	0.0	1.0	242553.1914893617
chr1	6101446	6101539	RNA1047	93	21	7.349395608408687e-05	0.0	1.0	225806.4516129032
chr1	6401438	6401597	RNA1048	159	31	0.03554462212618561	1.4698100130772218e-05	0.9354838709677419	194968.55345911952
chr1	6624033	6624615	RNA1049	582	138	0.014567442409276299	1.4698300219606608e-05	0.9855072463768116	237113.40206185565
chr1	6624426	6624531	RNA1050	105	20	0.000538107743705033	1.469964990974404e-05	1.0	190476.19047619047
chr1	6706046	6706368	RNA1051	321	41	0.05393590316397444	1.4734900105395354e-05	0.926829268292683	127725.8566978193
chr1	6707820	6707925	RNA1052	105	24	1.7758203663710325e-05	0.0	1.0	228571.42857142855
chr1	6719178	6719283	RNA1053	105	17	0.026549357527929876	1.4704999557579868e-05	0.9411764705882353	161904.76190476192
chr1	6751244	6751349	RNA1054	105	21	2.031581901800928e-05	0.0	1.0	200000.0
chr1	6752488	6752593	RNA1055	105	20	0.00029839650615030535	0.0	1.0	190476.19047619047
chr1	6770495	6770817	RNA1056	322	43	0.0232729095281853	0.0	0.9767441860465116	133540.37267080747
chr1	6771793	6772115	RNA1057	322	58	0.007903440065798224	0.0	0.9827586206896551	180124.22360248448
chr1	6774841	6774946	RNA1058	105	29	0.034763642111917355	1.4745800399396105e-05	0.9655172413793104	276190.4761904762
chr1	7769789	7770111	RNA1059	322	44	2.0377754749871086e-05	1.4696999642183075e-05	1.0	136645.96273291926
chr1	7769914	7770802	RNA1060	888	134	0.00144959976014026	1.4696999642183075e-05	0.9925373134328358	150900.90090090092
chr1	7770116	7770438	RNA1061	322	48	0.004012193407201409	1.4698749964736635e-05	0.9791666666666666	149068.32298136645
chr1	7770299	7770621	RNA1062	322	46	1.6618317441376502e-05	1.4696150174131617e-05	1.0	142857.14285714284
chr1	7770462	7770784	RNA1063	322	52	1.6962496252182777e-05	0.0	1.0	161490.68322981367
chr1	7770492	7770597	RNA1064	105	16	2.1129025299155776e-05	7.348200142587302e-06	1.0	152380.9523809524
chr1	7770536	7770757	RNA1065	221	40	2.058130262411971e-05	0.0	1.0	180995.47511312217
chr1	7854427	7854614	RNA1066	178	20	0.09985708592803347	0.0	0.9	112359.55056179775
chr1	7985891	7986279	RNA1067	388	88	1.5701860217052017e-05	0.0	1.0	226804.12371134022
chr1	8251619	8251731	RNA1068	112	22	0.0008069091540247298	7.348399776674342e-06	1.0	196428.57142857142
chr1	9027142	9027254	RNA1069	112	0				0.0
chr1	9028379	9028521	RNA1070	142	0				0.0
chr1	9028673	9028785	RNA1071	112	23	0.0001431522970723601	0.0	1.0	205357.14285714284
chr1	9030981	9031093	RNA1072	112	15	1.0778006617329083e-05	0.0	1.0	133928.57142857142
chr1	9823997	9824476	RNA1073	479	160	0.011961233863513594	1.4718450074724387e-05	0.9875	334029.22755741124
chr1	9824029	9824141	RNA1074	112	50	0.020051287671813044	1.5218600310618058e-05	0.98	446428.5714285715
chr1	9824282	9824394	RNA1075	112	31	0.02928883769888465	1.4716700206918176e-05	0.967741935483871	276785.7142857143
chr1	9824730	9824842	RNA1076	112	17	1.8159399855096696e-05	1.4698500308440998e-05	1.0	151785.71428571426
chr1	10030508	10030743	RNA1077	235	25	2.002728397200887e-05	0.0	1.0	106382.97872340426
chr1	10190067	10190179	RNA1078	112	0				0.0
chr1	10631506	10632088	RNA1079	582	121	0.01667382513935366	0.0	0.9834710743801653	207903.78006872852
chr1	10799142	10799602	RNA1080	460	109	0.007181207413099681	1.4697199731017465e-05	0.9908256880733946	236956.52173913043
chr1	10855809	10856697	RNA1081	885	190	0.00040133496323553413	1.4699399798701052e-05	1.0	214689.26553672316
chr1	11005488	11005723	RNA1082	235	0				0.0
chr1	11048256	11048491	RNA1083	235	66	2.59010727693898e-05	1.4708050002809614e-05	1.0	280851.06382978725
chr1	11048943	11049178	RNA1084	235	35	0.00011448390819817839	1.4697199731017465e-05	1.0	148936.17021276595
chr1	11102160	11102395	RNA1085	235	30	2.84210535331401e-05	0.0	1.0	127659.57446808509
chr1	11105243	11105478	RNA1086	235	46	0.06473598566989218	1.470005008741282e-05	0.9347826086956522	195744.68085106384
chr1	11267536	11267771	RNA1087	235	54	1.4159146303427406e-05	7.349699899350526e-06	1.0	229787.2340425532
chr1	11267715	11268294	RNA1088	579	38	0.0006886520461768234	1.4699199709866662e-05	1.0	65630.39723661487
chr1	11537916	11538498	RNA1089	582	143	0.04721878757080722	1.469509970775107e-05	0.9440559440559441	245704.46735395188
chr1	11538713	11538934	RNA1090	221	26	1.5265403887427125e-05	1.4698100130772218e-05	1.0	117647.05882352941
chr1	11603329	11603911	RNA1091	580	119	0.0014179308891547418	1.4697199731017465e-05	0.9915966386554622	205172.41379310345
