chrom	start	end	region_id	callable_bp	n_variants	mean_DAF	median_DAF	fraction_rare	variants_per_Mb_callable
chr1	1212991	1213093	RNA1	102	26	0.03935396661612545	1.4699399798701052e-05	0.9615384615384616	254901.9607843137
chr1	1320455	1320529	RNA2	74	16	1.2862243863764888e-05	1.4696349808218656e-05	1.0	216216.21621621624
chr1	1452364	1452434	RNA3	70	0				0.0
chr1	1721595	1721711	RNA4	116	35	0.05716480915463243	1.4767600077902898e-05	0.9428571428571428	301724.1379310345
chr1	2056483	2056573	RNA5	90	21	0.03187029906816211	1.4698100130772218e-05	0.9523809523809523	233333.33333333334
chr1	3595337	3595447	RNA6	110	4	0.0028999810083405277	5.881189827050548e-05	1.0	36363.63636363636
chr1	3775298	3775483	RNA7	185	39	3.3971249160034493e-05	1.4703299711982254e-05	1.0	210810.81081081083
chr1	3848607	3848781	RNA8	174	29	0.06900103949672108	1.4698100130772218e-05	0.9310344827586207	166666.66666666666
chr1	6159335	6159515	RNA9	180	29	1.1664241481349594e-05	0.0	1.0	161111.11111111112
chr1	7965323	7965425	RNA10	102	16	0.0625027558187412	0.0	0.9375	156862.74509803922
chr1	8871890	8871986	RNA11	96	18	2.5314177795123888e-05	1.4698549875902245e-05	1.0	187500.0
chr1	9058151	9058250	RNA12	99	19	9.593944938195536e-05	0.0	1.0	191919.19191919192
chr1	10467189	10467332	RNA13	143	26	2.7707180484304034e-05	0.0	1.0	181818.18181818182
chr1	11046555	11046733	RNA14	178	49	0.0007299009526201246	1.4697699953103438e-05	1.0	275280.8988764045
chr1	12579292	12579412	RNA15	120	19	1.2378368506018122e-05	0.0	1.0	158333.3333333333
chr1	15034748	15034885	RNA16	137	32	1.8378062151213557e-05	7.349699899350526e-06	1.0	233576.6423357664
chr1	15034748	15034885	RNA17	137	32	1.8378062151213557e-05	7.349699899350526e-06	1.0	233576.6423357664
chr1	15440492	15440590	RNA18	98	29	0.0037117966973929765	1.4699399798701052e-05	0.9655172413793104	295918.36734693876
chr1	15738092	15738245	RNA19	153	38	1.9341539332102426e-05	7.348200142587302e-06	1.0	248366.01307189543
chr1	15767375	15767563	RNA20	181	40	3.209304295523537e-05	0.0	1.0	220994.47513812155
chr1	18635110	18635240	RNA21	130	25	0.00014405912039364702	1.4698500308440998e-05	1.0	192307.6923076923
chr1	18889361	18889454	RNA22	93	16	0.06278934954855231	2.2043949684302788e-05	0.9375	172043.0107526882
chr1	19199650	19199754	RNA23	104	9	1.7962799979108644e-05	1.4696799553348685e-05	1.0	86538.46153846153
chr1	21279190	21279332	RNA24	142	32	8.72684998398654e-06	0.0	1.0	225352.11267605633
chr1	21563109	21563284	RNA25	175	37	0.0015422903254541174	0.0	0.972972972972973	211428.57142857145
chr1	23521836	23522056	RNA26	220	42	1.644914986865568e-05	1.469744984206045e-05	1.0	190909.0909090909
chr1	23974973	23975077	RNA27	104	13	3.504837639831186e-05	1.4698100130772218e-05	1.0	125000.0
